"pr_id";"pr_fk_marca";"pr_nombre";"pr_cantidad";"pr_codigo";"pr_activos";"pr_salida";"pr_valor";"pr_adquisicion";"pr_fk_empresa"
999;10;"SOPORTE AMORTIGUADOR DELANTERO";0;"0";0;0;0.0;0.0;1
1000;10;"MU—ECOS BARRA ESTABILIZADORA DELANTEROS";0;"0";-49;49;0.0;0.0;1
1001;10;"MU—ECOS BARRA ESTABILIZADORA TRASEROS";0;"0";-2;2;0.0;0.0;1
1002;10;"CAUCHOS BARRA ESTABILIZADORA ";0;"0";-5;5;0.0;0.0;1
1003;10;"CAUCHOS BARRA ESTABILIZADORA DELANTEROS ";0;"0";0;0;0.0;0.0;1
1004;10;"CAUCHOS BARRA ESTABILIZADORA TRASEROS ";0;"0";0;0;0.0;0.0;1
1005;10;"GASOLINA.";0;"0";-6;6;0.0;0.0;1
1006;10;"BUJES ESTABILIZADORA  ";0;"0";-1;1;0.0;0.0;1
1007;10;"PROTECTOR DE GUARDA BARRO IZQ";0;"0";0;0;0.0;0.0;1
1008;10;"PROTECTOR GUARDABARRO DELANTERO IZQ";0;"0";0;0;0.0;0.0;1
1009;10;"CLUTCH.";0;"0";0;0;0.0;0.0;1
1010;10;"CONTROL DE LUCES";0;"0";0;0;0.0;0.0;1
1011;10;"CUERPO DE ADMISI”N Y EMPAQUETADURA";0;"0";0;0;0.0;0.0;1
1012;10;"V¡LVULA.";0;"0";0;0;0.0;0.0;1
1013;10;"PERA DE REVERSA";0;"0";-2;2;0.0;0.0;1
1014;10;"ESTOPA";0;"0";0;0;0.0;0.0;1
1015;10;" TERMOSTATO..";0;"0";-4;4;0.0;0.0;1
1016;10;"PERA DE FRENO";0;"0";-1;1;0.0;0.0;1
1017;10;"SOPORTE MOTOR LADO CAJA";0;"0";0;0;0.0;0.0;1
1018;10;"RETENEDOR POLEA CIG‹E—AL ";0;"0";-3;3;0.0;0.0;1
1019;10;"LIGAS TAPA V¡LVULAS ";0;"0";0;0;0.0;0.0;1
1020;10;"REFRIGERANTE .";0;"0";-21;21;0.0;0.0;1
1021;10;" 2 BASES AMORTIGUADORES DELANTEROS ";0;"0";0;0;0.0;0.0;1
1022;10;"SELLOS TAPA VALVULAS";0;"0";0;0;0.0;0.0;1
1023;10;"EMPAQUE MULTIPLE DE ADMISION";0;"0";0;0;0.0;0.0;1
1024;10;"LAVADOR CUERPO ADMISI”N  ";0;"0";0;0;0.0;0.0;1
1025;10;"JUEGO PREFILTROS ";0;"0";0;0;0.0;0.0;1
1026;10;"GUIA VARILLA ACEITE ";0;"0";0;0;0.0;0.0;1
1027;10;"ACEITE 20W50 CASTROL";0;"0";0;0;0.0;0.0;1
1028;10;"FILTROS DE AIRE Y ACEITE";0;"0";0;0;0.0;0.0;1
1029;10;"BUJIA.";0;"0";0;0;0.0;0.0;1
1030;10;"VALVULAS,GUIAS Y SELLOS";0;"0";0;0;0.0;0.0;1
1031;10;"EMPAQUES CUERPO DE ADMISI”N ";0;"0";0;0;0.0;0.0;1
1032;10;"MANGUERA RADIADOR ";0;"0";-3;3;0.0;0.0;1
1033;10;"EMPAQUES DE CUERPO DE ADMISI”N ";0;"0";0;0;0.0;0.0;1
1034;10;"TAPA TERMICA";0;"0";0;0;0.0;0.0;1
1035;10;"ABRAZADERAS .";0;"0";-72;72;0.0;0.0;1
1036;10;"UN AUTOMATICO ";0;"0";-1;1;0.0;0.0;1
1037;10;"BUJES Y ESCOBILLAS ";0;"0";0;0;0.0;0.0;1
1038;10;"EMPAQUE MULTIPLE DE ADMISION Y ESCAPE";0;"0";0;0;0.0;0.0;1
1039;10;"EMPAQUE CUERPO ACELERACI”N ";0;"0";0;0;0.0;0.0;1
1040;10;"JUEGO VALVULAS ADMISION Y ESCAPE ";0;"0";0;0;0.0;0.0;1
1041;10;"JUEGO DE GUÕAS";0;"0";0;0;0.0;0.0;1
1042;10;"JUEGO CAUCHOS VALVULAS";0;"0";0;0;0.0;0.0;1
1043;10;"RETENEDORES DE CIGUE—AL Y EJE DE LEVAS ";0;"0";-18;18;0.0;0.0;1
1044;10;"TIJERA DERECHA DELANTERA";0;"0";-28;28;0.0;0.0;1
1045;10;"BOCIN DELANTERO IZQ";0;"0";0;0;0.0;0.0;1
1046;10;"UN PIN RODAMIENTO ";0;"0";-1;1;0.0;0.0;1
1047;10;"BOMBILLOS SOCKET  ";0;"0";0;0;0.0;0.0;1
1048;10;"GUAYA DEL EMBRAGUE ";0;"0";0;0;0.0;0.0;1
1049;10;"REFRIGERANTE ROJO GALON ";0;"0";-5;5;0.0;0.0;1
1050;10;"SOPORTE CAJA INSTALADO ";0;"0";0;0;0.0;0.0;1
1051;10;"UNA T DE AGUA ";0;"0";0;0;0.0;0.0;1
1052;10;"MANGUERA TERMOSTATO";0;"0";0;0;0.0;0.0;1
1053;10;" INYECTORES .";0;"0";0;0;0.0;0.0;1
1054;10;"CUERPO DE ACELERACION .";0;"0";-3;3;0.0;0.0;1
1055;10;"JUEGO DE LIGAS ";0;"0";0;0;0.0;0.0;1
1056;10;"DEP”SITO DE RECUPERACI”N ";0;"0";-2;2;0.0;0.0;1
1057;10;"CUERPO VALVULAR";0;"0";0;0;0.0;0.0;1
1058;10;"ACEITE CAJA ORIGINAL ";0;"0";0;0;0.0;0.0;1
1059;10;"ESP¡RRAGOS ";0;"0";0;0;0.0;0.0;1
1060;10;"SEGUROS RUEDAS ";0;"0";0;0;0.0;0.0;1
1061;10;"DISTRI HIDRAU CAJ";0;"0";0;0;0.0;0.0;1
1062;10;"TERMOSTATO Y BASE TERMOSTATO";0;"0";0;0;0.0;0.0;1
1063;10;"SOPORTE 8 MOTOR ";0;"0";0;0;0.0;0.0;1
1064;10;"SENSOR DELANTERO IZQ";0;"0";0;0;0.0;0.0;1
1065;10;"PATIN TENSOR";0;"0";-2;2;0.0;0.0;1
1066;10;"VALVULA PCV ";0;"0";-1;1;0.0;0.0;1
1067;10;"AMORTIGUADOR TRASERO IZQ ";0;"0";0;0;0.0;0.0;1
1068;10;"RETENEDOR  CIG‹E—AL ";0;"0";0;0;0.0;0.0;1
1069;10;"ALTERNADOR.";0;"0";-2;2;0.0;0.0;1
1070;10;"MANGUERA.";0;"0";0;0;0.0;0.0;1
1071;10;"ESPIRAL DELANTERO DERECHO ";0;"0";0;0;0.0;0.0;1
1072;10;"CATALIZADOR ";0;"0";-1;1;0.0;0.0;1
1073;10;"VIDRIO DELANTERO DERECHO ";0;"0";0;0;0.0;0.0;1
1074;10;"ACEITE MOTOR 10W40 ELF Y FILTROS ";0;"0";0;0;0.0;0.0;1
1075;10;"RETENEDOR DE CAJA ";0;"0";0;0;0.0;0.0;1
1076;10;"SOPORTE CAJA .CHANCLETA";0;"0";0;0;0.0;0.0;1
1077;10;"CAMBIO BOMBA INYECCION";0;"0";0;0;0.0;0.0;1
1078;10;"BASE T…RMICA ";0;"0";-10;10;0.0;0.0;1
1079;10;"TAPA CORREA ";0;"0";-1;1;0.0;0.0;1
1080;10;"GUARDAPOLVO EJE DELANTERO IZQ";0;"0";-1;1;0.0;0.0;1
1081;10;"2/4 VALVULINA ";0;"0";-3;3;0.0;0.0;1
1082;10;"REGULADOR .";0;"0";0;0;0.0;0.0;1
1083;10;"BENDIX";0;"0";-9;9;0.0;0.0;1
1084;10;"SOPORTE CAJA SUPERIOR INSTALADO ";0;"0";0;0;0.0;0.0;1
1085;10;"TIJERAS DELANTERAS";0;"0";-38;38;0.0;0.0;1
1086;10;"MANGUERA DE FRENO LADO DERECHO ";0;"0";0;0;0.0;0.0;1
1087;10;"TINER ";0;"0";0;0;0.0;0.0;1
1088;10;"PATIN TENSOR ";0;"0";-4;4;0.0;0.0;1
1089;10;"SENSOR MAP";0;"0";-4;4;0.0;0.0;1
1090;10;"JUEGO DE PREFILTROS";0;"0";0;0;0.0;0.0;1
1091;10;"ACEITE Y FILTROS ";0;"0";0;0;0.0;0.0;1
1092;10;"RETENEDORES  X3";0;"0";0;0;0.0;0.0;1
1093;10;"ACEITE MOTOR 10W30 MOBIL ";0;"0";0;0;0.0;0.0;1
1094;10;"ACEITE MOTOR 10W30 MOBIL Y FILTROS ";0;"0";0;0;0.0;0.0;1
1095;10;"BENDIX DE ARRANQUE ";0;"0";-9;9;0.0;0.0;1
1096;10;"REPARAR ARRANQUE";0;"0";0;0;0.0;0.0;1
1097;10;"JUEGO DE BANDAS TRASERAS ";0;"0";-1;1;0.0;0.0;1
1098;10;"GRADUADOR DERECHO TRASERO ";0;"0";0;0;0.0;0.0;1
1099;10;"BUJES ESTABILIZADORA TRASEROS ";0;"0";-2;2;0.0;0.0;1
1100;10;"MANIJA APERTURA IZQ ";0;"0";0;0;0.0;0.0;1
1101;10;"ROSCAS PROTECTOR ";0;"0";0;0;0.0;0.0;1
1102;10;"JUEGO  DE   GUARDAPOLVOS ";0;"0";-2;2;0.0;0.0;1
1103;10;"ESPIRAL DE AMORTIGUADOR DELANTERO DERECHO ";0;"0";0;0;0.0;0.0;1
1104;10;"AMORTIGUADORES TRASEROS INSTALADOS ORIGINALES ";0;"0";-2;2;0.0;0.0;1
1105;10;"T METALICA";0;"0";0;0;0.0;0.0;1
1106;10;"BOMBILLO.";0;"0";0;0;0.0;0.0;1
1107;10;"DEPOSITO RECUPERADOR DE REFRIGERANTE ";0;"0";0;0;0.0;0.0;1
1108;10;"KIT DE PARTICI”N ";0;"0";-1;1;0.0;0.0;1
1109;10;"CAJA DE VELOCIDADES ";0;"0";-4;4;0.0;0.0;1
1110;10;"PUNTA DE EJE DERECHO";0;"0";0;0;0.0;0.0;1
1111;10;"PUNTA DE EJE IZQUIERDO ";0;"0";0;0;0.0;0.0;1
1112;10;"SEMI EJE";0;"0";0;0;0.0;0.0;1
1113;10;"RETENEDOR DE REPARTICION";0;"0";0;0;0.0;0.0;1
1114;10;"TUBO MET¡LICO DE AGUA";0;"0";0;0;0.0;0.0;1
1115;10;"MANGUERA INFERIOR DE RADIADOR";0;"0";-2;2;0.0;0.0;1
1116;10;"RETENEDORES CAJA";0;"0";0;0;0.0;0.0;1
1117;10;"MUÒECOS VARILLA ESTABILIZADORA ";0;"0";0;0;0.0;0.0;1
1118;10;"1/4 DE HIDRAULICO DE DIRECCION";0;"0";0;0;0.0;0.0;1
1119;10;"PATEN TENSOR Y LOCO";0;"0";0;0;0.0;0.0;1
1120;10;"RODAMIENTO COMPRESOR ";0;"0";0;0;0.0;0.0;1
1121;10;"PATIN TENSOR Y LOCO.";0;"0";0;0;0.0;0.0;1
1122;10;"ACEITE MOTOR 5W10 MOTORCRAFT Y FILTROS";0;"0";0;0;0.0;0.0;1
1123;10;"ACEITE 5W30 MOTORCRAFT Y FILTROS  ";0;"0";0;0;0.0;0.0;1
1124;10;"PUNTA EJE LADO DELANTERO IZQ ";0;"0";0;0;0.0;0.0;1
1125;10;"2/4 DE ACEITE ";0;"0";0;0;0.0;0.0;1
1126;10;"EMPAQUE CULATIN ";0;"0";-1;1;0.0;0.0;1
1127;10;"TAPONES.";0;"0";0;0;0.0;0.0;1
1128;10;"TERMINALES Y CABLES DE BATERIA";0;"0";0;0;0.0;0.0;1
1129;10;"CUERPO ACELERACION CHERY";0;"0";0;0;0.0;0.0;1
1130;10;"TORNILLO .";0;"0";0;0;0.0;0.0;1
1131;10;"EMPACAR CARTER.";0;"0";0;0;0.0;0.0;1
1132;10;"SOPORTE CENTRAL EXOSTO  ";0;"0";0;0;0.0;0.0;1
1133;10;"PATINES.";0;"0";0;0;0.0;0.0;1
1134;10;"SOPORTE INFERIOR CAJA ";0;"0";-6;6;0.0;0.0;1
1135;10;"ACEITE 15W40 DI…SEL ";0;"0";0;0;0.0;0.0;1
1136;10;"2/4 DE VALVULINA";0;"0";0;0;0.0;0.0;1
1137;10;"PROTECTOR MOTOR";0;"0";-1;1;0.0;0.0;1
1138;10;"ACEITE MOTOR.";0;"0";0;0;0.0;0.0;1
1139;10;"ACEITE 10W30 MOBIL Y FILTROS";0;"0";0;0;0.0;0.0;1
1140;10;"BUJE TORSI”N SUPERACI”N";0;"0";0;0;0.0;0.0;1
1141;10;"BUJE VARILLA ESTABILIZADORA ";0;"0";0;0;0.0;0.0;1
1142;10;"MU—ECOS BIELA ESTABILIZADORA ";0;"0";0;0;0.0;0.0;1
1143;10;"TIJERA INFERIOR DELANTERA L ";0;"0";0;0;0.0;0.0;1
1144;10;"TIJERA INFERIOR TRASERA R";0;"0";0;0;0.0;0.0;1
1145;10;"PG SEA 15W40";0;"0";0;0;0.0;0.0;1
1146;10;"CORREA BOMBA DE AGUA ";0;"0";0;0;0.0;0.0;1
1147;10;"CORREA BOMBA ACEITE";0;"0";0;0;0.0;0.0;1
1148;10;"CORREA VENTILADOR MOTOR";0;"0";0;0;0.0;0.0;1
1149;10;"KIT FILTROS COMBUSTIBLE,AIRE,ACEITE";0;"0";0;0;0.0;0.0;1
1150;10;"FARO ANTINIEBLA IZQ";0;"0";0;0;0.0;0.0;1
1151;10;"SOPORTE BATERIA ";0;"0";-1;1;0.0;0.0;1
1152;10;"BRAZOS AXIALES TERMINALES  DIRECCION ";0;"0";-1;1;0.0;0.0;1
1153;10;"PERA TEMPERATURA DE AGUA ";0;"0";0;0;0.0;0.0;1
1154;10;"PACHA CONECTOR";0;"0";-1;1;0.0;0.0;1
1155;10;"CAMBIO DEPOSITO DE AGUA";0;"0";0;0;0.0;0.0;1
1156;10;"TEMPLETE ";0;"0";-1;1;0.0;0.0;1
1157;10;"CAUCHOS .";0;"0";0;0;0.0;0.0;1
1158;10;"BUJES.";0;"0";0;0;0.0;0.0;1
1159;10;"JUEGO DE CAMPANAS";0;"0";-2;2;0.0;0.0;1
1160;10;"GRASA DE LITIO";0;"0";0;0;0.0;0.0;1
1161;10;"PUENTE DELANTERO";0;"0";0;0;0.0;0.0;1
1162;10;"ACEITE MOTOR 10W40 Y FILTROS ";0;"0";0;0;0.0;0.0;1
1163;10;"PATIN LOCO.";0;"0";0;0;0.0;0.0;1
1164;10;"SHELAC";0;"0";-37;37;0.0;0.0;1
1165;10;"MANGUERA CUERPO ACELERACION";0;"0";0;0;0.0;0.0;1
1166;10;"KIT CLUTCH";0;"0";0;0;0.0;0.0;1
1167;10;"PISTONES 0.50";0;"0";0;0;0.0;0.0;1
1168;10;"ANILLOS 0.50";0;"0";0;0;0.0;0.0;1
1169;10;"CIGUEÒAL.";0;"0";-2;2;0.0;0.0;1
1170;10;"4 BIELAS ";0;"0";0;0;0.0;0.0;1
1171;10;"MEDIALUNAS STD";0;"0";0;0;0.0;0.0;1
1172;10;"SOPORTE MOTOR TRASERO";0;"0";-1;1;0.0;0.0;1
1173;10;"SOPORTE SUPERIOR MOTOR";0;"0";-8;8;0.0;0.0;1
1174;10;"ACEITE 10W40 ELF Y FILTROS ";0;"0";0;0;0.0;0.0;1
1175;10;"CAMBIO RODAMIENTO AIRE ACONDICIONADO Y CARGA ";0;"0";0;0;0.0;0.0;1
1176;10;"CAUCHOS BARRA ESTABILIZADORA.";0;"0";0;0;0.0;0.0;1
1177;10;"CAPUCHONES BOBINAS";0;"0";0;0;0.0;0.0;1
1178;10;"LIMPIADOR TBI.";0;"0";-5;5;0.0;0.0;1
1179;10;"FILTRO DE AIRE ACONDICONADO.";0;"0";0;0;0.0;0.0;1
1180;10;"BOMBILLO REVERSA";0;"0";0;0;0.0;0.0;1
1181;10;"BOMBILLO DE RVERSO";0;"0";0;0;0.0;0.0;1
1182;10;"SENSOR EJE DE LEVAS ";0;"0";0;0;0.0;0.0;1
1183;10;"ACEITE MOTOR 5W30 MOBIL Y FILTROS.";0;"0";0;0;0.0;0.0;1
1184;10;"MANGUERA PULPO";0;"0";-1;1;0.0;0.0;1
1185;10;"MANGUERA CORTA SUPERIOR";0;"0";0;0;0.0;0.0;1
1186;10;"MANGUERA CORTA INFERIOR";0;"0";0;0;0.0;0.0;1
1187;10;"MANGUERA CORTA SUPERIOR";0;"0";0;0;0.0;0.0;1
1188;10;"SENSOR DE VELOCIDAD RUEDA DELANTERA DERECHA.";0;"0";0;0;0.0;0.0;1
1189;10;"REFRACCIONAR CUNA.";0;"0";0;0;0.0;0.0;1
1190;10;"REFRIGERANTE GALON.";0;"0";-7;7;0.0;0.0;1
1191;10;"CAMBIO MU—ECOS Y BUJES ESTABILIZADORA ";0;"0";0;0;0.0;0.0;1
1192;10;"ACEITE MOTOR Y FILTROS ";0;"0";0;0;0.0;0.0;1
1193;10;"ACEITE MOTOR 10W30 MOBIL Y FILTROS ";0;"0";0;0;0.0;0.0;1
1194;10;"PULPO REFRIGERANTE ";0;"0";0;0;0.0;0.0;1
1195;10;"BOMBA DE EMBRAGUE.";0;"0";0;0;0.0;0.0;1
1196;10;"ACEITE CAJA";0;"0";-8;8;0.0;0.0;1
1197;10;"ANILLOS PISTON STD.";0;"0";0;0;0.0;0.0;1
1198;10;"2TAPONES EJE LEVAS ";0;"0";0;0;0.0;0.0;1
1199;10;"REFRIGERANTE AZUL";0;"0";-10;10;0.0;0.0;1
1200;10;"FILTRO DE AIRE ACONCIONADO.";0;"0";0;0;0.0;0.0;1
1201;10;"SOPORTE SUPERIOR .";0;"0";0;0;0.0;0.0;1
1202;10;"ESPIRALES";0;"0";-3;3;0.0;0.0;1
1203;10;"2 ESPIRALES Y 2 AMORTIGUADORES";0;"0";0;0;0.0;0.0;1
1204;10;"RETENEDOR";0;"0";0;0;0.0;0.0;1
1205;10;"ACEITE MOTOR Y FILTROS";0;"0";0;0;0.0;0.0;1
1206;10;"ACEITE MOTOR 10W40ELF Y FILTROS ";0;"0";0;0;0.0;0.0;1
1207;10;"EJE DELANTERO IZQ.";0;"0";-1;1;0.0;0.0;1
1208;10;"SENSOR DE REVERSA ";0;"0";0;0;0.0;0.0;1
1209;10;"GUAYA CLUTCH";0;"0";0;0;0.0;0.0;1
1210;10;"CREMAYERA VIDRIO";0;"0";0;0;0.0;0.0;1
1211;10;"ACEITE 5W30ACDELCO Y FILTROS";0;"0";0;0;0.0;0.0;1
1212;10;"BOCIN DELANTERO.";0;"0";0;0;0.0;0.0;1
1213;10;"BRAZO AXIAL DELANTERO DERECHO";0;"0";0;0;0.0;0.0;1
1214;10;"TORNILLOS CULATA.";0;"0";-3;3;0.0;0.0;1
1215;10;"CAUCHOS MULTIPLE DE ADMISION ";0;"0";0;0;0.0;0.0;1
1216;10;" BOMBA DE AGUA . ";0;"0";-12;12;0.0;0.0;1
1217;10;"SOPORTE MOTOR.";0;"0";0;0;0.0;0.0;1
1218;10;"ACEITE MOBIL5W30 Y FILTROS";0;"0";0;0;0.0;0.0;1
1219;10;"TERMINAL DE DIRECCION DERECHO";0;"0";-2;2;0.0;0.0;1
1220;10;"GUIAS EN BRONCE.";0;"0";0;0;0.0;0.0;1
1221;10;"VALVULAS DE ESCAPE Y ADMISION";0;"0";0;0;0.0;0.0;1
1222;10;"EMPAQUETADURA.";0;"0";0;0;0.0;0.0;1
1223;10;"TEMPLETES ESTABILIZADORA";0;"0";0;0;0.0;0.0;1
1224;10;"BUJES CENTRALES ESTABILIZADORAS";0;"0";-1;1;0.0;0.0;1
1225;10;"MUÒECO ESTABLIZADORA DELANTERO DERECHO ";0;"0";0;0;0.0;0.0;1
1226;10;"TAPA DE DEPOSITO RECUPERADOR ";0;"0";0;0;0.0;0.0;1
1227;10;"SOQUE.";0;"0";0;0;0.0;0.0;1
1228;10;"KIT CORREA ACCESORIOS.";0;"0";0;0;0.0;0.0;1
1229;10;"LIGA TAPA VALVULAS";0;"0";0;0;0.0;0.0;1
1230;10;"ACEITE 5W30 ACDELCO Y FILTROS ";0;"0";0;0;0.0;0.0;1
1231;10;"BUJES DE TIJERA INFERIORES";0;"0";0;0;0.0;0.0;1
1232;10;"TUBO DE AGUA";0;"0";0;0;0.0;0.0;1
1233;10;"CONTROL DE CAMBIOS .";0;"0";-2;2;0.0;0.0;1
1234;10;"HORRINS";0;"0";0;0;0.0;0.0;1
1235;10;"PERA DE HIDRAULICO";0;"0";0;0;0.0;0.0;1
1236;10;"SELLOS VALVULAS ";0;"0";-1;1;0.0;0.0;1
1237;10;"VALVULAS  ADMISON";0;"0";-1;1;0.0;0.0;1
1238;10;"EMPAQUE CULATA ORIGINAL";0;"0";0;0;0.0;0.0;1
1239;10;"RETENEDOR EJE CAJA DERECHO.";0;"0";0;0;0.0;0.0;1
1240;10;"MANGERA DE CALEFACCION.";0;"0";0;0;0.0;0.0;1
1241;10;"SENSOR DE MINIMA";0;"0";0;0;0.0;0.0;1
1242;10;"TAPONES CULATA";0;"0";-73;73;0.0;0.0;1
1243;10;"UNIDADES";0;"0";0;0;0.0;0.0;1
1244;10;"BOMPER";0;"0";0;0;0.0;0.0;1
1245;10;"KIT DE REPARTCION ";0;"0";-1;1;0.0;0.0;1
1246;10;" SINCRONIZAR MOTOR ";0;"0";-1;1;0.0;0.0;1
1247;10;"KIT ACCESORIOS ";0;"0";-32;32;0.0;0.0;1
1248;10;"CACHO DELANTERO IZQ";0;"0";0;0;0.0;0.0;1
1249;10;"TERMINAL IZQ DELANTERO";0;"0";-1;1;0.0;0.0;1
1250;10;"RODAMIENTO VOLANTE.";0;"0";0;0;0.0;0.0;1
1251;10;"JUEGO DE LIGAS MULTIPLE ";0;"0";0;0;0.0;0.0;1
1252;10;"CILINDROS TRASEROS";0;"0";-2;2;0.0;0.0;1
1253;10;"BOMBILLOS LED.";0;"0";0;0;0.0;0.0;1
1254;10;"RODAMIENTO CARDAN";0;"0";0;0;0.0;0.0;1
1255;10;"BOMBILLOS OSRAM 100 WATTS ";0;"0";0;0;0.0;0.0;1
1256;10;"4/4 ACEITE CAJA";0;"0";0;0;0.0;0.0;1
1257;10;"RODAMIENTO TRASERO LADO IZQ ";0;"0";0;0;0.0;0.0;1
1258;10;"GUAYA CLUTH ";0;"0";0;0;0.0;0.0;1
1259;10;"ACEITE MOTOR 5W30 Y FILTROS";0;"0";0;0;0.0;0.0;1
1260;10;"FILTRO DE AIRE ACONDICIONADO.";0;"0";0;0;0.0;0.0;1
1261;10;"BALINERA CARDAN ";0;"0";0;0;0.0;0.0;1
1262;10;"EMPAQUES MULTIPLES DE ADMISION ";0;"0";-1;1;0.0;0.0;1
1263;10;"VALVULA GR";0;"0";0;0;0.0;0.0;1
1264;10;"ACEITE 5W30 MOBIL.";0;"0";0;0;0.0;0.0;1
1265;10;"ACEITE  MOTOR 10W40 Y FILTROS";0;"0";0;0;0.0;0.0;1
1266;10;"ACEITE MOTOR 10W40 Y FILTROS ";0;"0";0;0;0.0;0.0;1
1267;10;"GUARDAPOLVO CAJA ";0;"0";0;0;0.0;0.0;1
1268;10;"BUJIAS.";0;"0";-1;1;0.0;0.0;1
1269;10;"RETENEDOR DE TRANSFERENCIA ";0;"0";0;0;0.0;0.0;1
1270;10;"LIGAS DE SOSTO";0;"0";0;0;0.0;0.0;1
1271;10;"JUEGO PRE FILTROS.";0;"0";0;0;0.0;0.0;1
1272;10;"PUNTA ESTABILIZADORA ";0;"0";0;0;0.0;0.0;1
1273;10;"BOMBILLAS";0;"0";0;0;0.0;0.0;1
1274;10;"ACEITE MOTOR 5W30 Y FILTROS.";0;"0";0;0;0.0;0.0;1
1275;10;"CACHO DELANTERO.";0;"0";0;0;0.0;0.0;1
1276;10;"ACEITE MOTOR 10W40ELF Y FILTROS ";0;"0";0;0;0.0;0.0;1
1277;10;"TIJERAS DELANTERAS.";0;"0";-10;10;0.0;0.0;1
1278;10;"BUJE PUNTA ESTABILIZADORA";0;"0";0;0;0.0;0.0;1
1279;10;"2 DISCOS DE FRENOS";0;"0";0;0;0.0;0.0;1
1280;10;"2 MU—ECOS ESTABILIZADORA";0;"0";0;0;0.0;0.0;1
1281;10;"2 CAUCHOS ESTABILIZADORA ";0;"0";0;0;0.0;0.0;1
1282;10;"ACEITE MOTOR 20W50 MOBIL Y FILTROS ";0;"0";0;0;0.0;0.0;1
1283;10;"RETENEDOR CIGUE—AL  ";0;"0";-17;17;0.0;0.0;1
1284;10;"RETENEDOR EJE LEVAS";0;"0";-1;1;0.0;0.0;1
1285;10;"BOMBILLO TRICETA";0;"0";0;0;0.0;0.0;1
1286;10;"ACEITE MOTOR 5W30 MOBIL.";0;"0";0;0;0.0;0.0;1
1287;10;"ACEITE MOTOR 10W40 Y FILTROS ";0;"0";0;0;0.0;0.0;1
1288;10;"ALINEACION.";0;"0";0;0;0.0;0.0;1
1289;10;"RETENEDOR EJE LADO DERECHO CAJA";0;"0";-1;1;0.0;0.0;1
1290;10;"RETENEDORES CIGUE—AL ";0;"0";-2;2;0.0;0.0;1
1291;10;"TUBO CALEFACCION";0;"0";0;0;0.0;0.0;1
1292;10;"BRAZOS OXILANTES";0;"0";0;0;0.0;0.0;1
1293;10;"BUJES BARRA ESTABILIZADORA";0;"0";-47;47;0.0;0.0;1
1294;10;"BUJES PUNTA ESTABILIZADORA";0;"0";0;0;0.0;0.0;1
1295;10;"V¡LVULA PCGNR";0;"0";0;0;0.0;0.0;1
1296;10;"ACEITE MOTOR  10W30 Y FILTROS ";0;"0";0;0;0.0;0.0;1
1297;10;"ACEITE MOTOR 10W30 MOBILY FILTROS ";0;"0";0;0;0.0;0.0;1
1298;10;"ACEITE MOTOR 10W40  Y FILTROS ";0;"0";0;0;0.0;0.0;1
1299;10;"EMPAQUE BASE FILTRO ACEITE";0;"0";0;0;0.0;0.0;1
1300;10;"FILTRO DE ACEITE BORA.";0;"0";0;0;0.0;0.0;1
1301;10;"ACEITE 15W40 Y FILTROS ";0;"0";0;0;0.0;0.0;1
1302;10;"TERMINAL DE DIRECCION IZQ ";0;"0";0;0;0.0;0.0;1
1303;10;"BASES DE AMORTIGUADOR";0;"0";0;0;0.0;0.0;1
1304;10;"BALINERA EMBRAGUE";0;"0";-2;2;0.0;0.0;1
1305;10;"TRICETA.";0;"0";0;0;0.0;0.0;1
1306;10;"MANGUERA VACIOS 1 METRO";0;"0";0;0;0.0;0.0;1
1307;10;"VALINERA VOLANTE 6200";0;"0";0;0;0.0;0.0;1
1308;10;"BALINERA VOLANTE 6200";0;"0";0;0;0.0;0.0;1
1309;10;"CORREA ALTERNADOR 3PK815";0;"0";0;0;0.0;0.0;1
1310;10;"ACEITE MOTOR 10W40Y FILTROS ";0;"0";0;0;0.0;0.0;1
1311;10;"ACEITE MOTOR 20W50 Y FILTROS ";0;"0";0;0;0.0;0.0;1
1312;10;"ACEITE MOTOR 10W40MOBIL Y FILTROS ";0;"0";0;0;0.0;0.0;1
1313;10;"POLEA CIGUE—A.";0;"0";0;0;0.0;0.0;1
1314;10;"FUSIBLE.";0;"0";0;0;0.0;0.0;1
1315;10;"MANGUERA INFERIOR RADIADOR ";0;"0";0;0;0.0;0.0;1
1316;10;"EMPAQUETADURA MOTOR COMPLETA";0;"0";-1;1;0.0;0.0;1
1317;10;"RETENEDORES REPARTICION ";0;"0";0;0;0.0;0.0;1
1318;10;"ARO EXOSTO";0;"0";0;0;0.0;0.0;1
1319;10;"VOLATE";0;"0";0;0;0.0;0.0;1
1320;10;"CASQUETES BIELA Y BANCADA 0.50";0;"0";0;0;0.0;0.0;1
1321;10;"ANILLOS STD ";0;"0";-3;3;0.0;0.0;1
1322;10;"PI—ON.";0;"0";0;0;0.0;0.0;1
1323;10;"MANGUERA DE VACIO ";0;"0";0;0;0.0;0.0;1
1324;10;"EMPAQUETADURA CAMBER";0;"0";0;0;0.0;0.0;1
1325;10;"CU—A POLEA CIGUE—AL ";0;"0";0;0;0.0;0.0;1
1326;10;"HIDRAULICO 1/4 DEL CUARTO";0;"0";0;0;0.0;0.0;1
1327;10;"TORNILLOS CUNA";0;"0";0;0;0.0;0.0;1
1328;10;"CAJA DE CAMBIOS";0;"0";-2;2;0.0;0.0;1
